"realSum","room_type","room_shared","room_private","person_capacity","host_is_superhost","multi","biz","cleanliness_rating","guest_satisfaction_overall","bedrooms","dist","metro_dist","attr_index","attr_index_norm","rest_index","rest_index_norm","lng","lat","city","day_type"
194.335187469453,"Private room","False","True",2,"False",1,0,9,84,1,1.01167384762896,0.371659717830789,530.522084832226,18.0810483076609,1189.49781294282,26.1845077607025,2.16895,41.37806,"Barcelona","Weekday"
190.844136197547,"Private room","False","True",2,"True",1,0,10,98,1,2.21406723860218,0.376016848359388,589.733296468617,20.099061899482,647.249005238749,14.2479426329098,2.17853,41.40602,"Barcelona","Weekday"
387.506691181604,"Private room","False","True",2,"False",1,0,9,91,1,1.5493718616402,0.576061135639373,394.150831830039,13.433296057934,780.611428947983,17.1836600260853,2.18778,41.3911,"Barcelona","Weekday"
248.562850559732,"Private room","False","True",2,"True",0,0,10,95,1,0.740905292821943,0.270107575568292,566.650459490103,19.3123615859251,1145.74393948008,25.2213503452117,2.17806,41.38993,"Barcelona","Weekday"
136.383736355808,"Private room","False","True",3,"False",0,1,9,84,1,1.68815156521658,0.102537308785363,342.374747563552,11.6686835986809,826.013687779392,18.183103476749,2.15326,41.37865,"Barcelona","Weekday"
117.997532990435,"Private room","False","True",2,"False",1,0,8,84,1,2.57746700884523,0.05049220531963,289.920472710539,9.88095731041417,590.063913456664,12.9891227651708,2.14385,41.37486,"Barcelona","Weekday"
150.580678194894,"Private room","False","True",2,"False",1,0,8,87,1,0.250320516056379,0.252817643253995,574.417277243715,19.5770672617393,1438.20131040252,31.659237170449,2.16704,41.38741,"Barcelona","Weekday"
1041.49696278539,"Entire home/apt","False","False",6,"True",0,0,10,99,3,1.88874021999134,0.137772591134862,1335.13084974817,45.5034127353609,781.267568458616,17.1981036761041,2.173,41.404,"Barcelona","Weekday"
474.317499476342,"Entire home/apt","False","False",4,"False",0,1,10,91,1,1.19559353415709,0.579910583586159,512.849988503535,17.4787547622042,862.668704885214,18.9899932157906,2.17717,41.39646,"Barcelona","Weekday"
440.803407266041,"Entire home/apt","False","False",4,"False",0,1,9,92,1,1.61815427003442,0.594283054118955,461.321448550403,15.7225790124039,934.673413870508,20.5750384682641,2.16091,41.4,"Barcelona","Weekday"
111.015430446622,"Private room","False","True",2,"False",0,1,9,90,1,1.6689209872198,0.307089379021395,1048.12867381419,35.7219156858892,795.943778790898,17.5211722342485,2.173,41.402,"Barcelona","Weekday"
691.926362091838,"Entire home/apt","False","False",4,"True",0,1,10,98,2,1.06810151032653,0.78368158142577,555.112245870443,18.9191206562716,1006.29999010541,22.1517598551285,2.17052,41.39675,"Barcelona","Weekday"
141.271208136477,"Private room","False","True",2,"False",1,0,8,89,1,1.77477442509044,0.439447876830589,356.551552836803,12.1518519875615,795.057934191469,17.5016720682657,2.16554,41.37151,"Barcelona","Weekday"
181.76740289059,"Private room","False","True",2,"False",1,0,9,89,1,0.89364102956176,0.241525801982314,904.759064994394,30.8356481825468,2068.91625901647,45.5432143304531,2.17594,41.38044,"Barcelona","Weekday"
190.844136197547,"Private room","False","True",2,"False",1,0,9,93,1,1.341906010745,0.402149965281255,443.973602258923,15.1313364311845,791.960644228406,17.4334911837004,2.18211,41.39508,"Barcelona","Weekday"
230.176647194358,"Private room","False","True",3,"True",1,0,10,97,1,0.65018890115042,0.294287971135779,565.422181502111,19.2704998910569,1124.68936612101,24.7578743862647,2.17636,41.39052,"Barcelona","Weekday"
170.130565317569,"Private room","False","True",2,"False",0,0,10,94,1,0.988416436013358,0.337227310579587,771.779504755587,26.3034902925133,2156.79063944452,47.4775998932082,2.17684,41.37987,"Barcelona","Weekday"
237.391486489632,"Private room","False","True",2,"False",0,0,9,95,1,0.82750846386435,0.133956038826239,1372.75538895138,46.7857177144306,1979.63797764955,43.5779245872709,2.17441,41.38046,"Barcelona","Weekday"
387.506691181604,"Private room","False","True",2,"False",0,0,9,93,1,1.12460837034434,0.311207498279368,772.774086218708,26.3373872328948,1798.95851039066,39.6006134386817,2.18258,41.38353,"Barcelona","Weekday"
143.365838899621,"Private room","False","True",2,"False",1,0,10,88,1,1.00623165126735,0.387394585318382,616.568285523185,21.0136416074779,1281.41883560184,28.2079723732451,2.17135,41.37813,"Barcelona","Weekday"
515.046430981916,"Entire home/apt","False","False",5,"False",0,1,9,88,2,0.718342181737407,0.180512012621239,927.426623814545,31.6081951466821,1527.06448769712,33.6153891954407,2.1713,41.38074,"Barcelona","Weekday"
139.874787627714,"Private room","False","True",2,"True",1,0,10,94,1,1.81621363079432,0.162683873415838,1904.39578911118,64.9048800121387,770.065560651899,16.9515130080433,2.17345,41.40329,"Barcelona","Weekday"
150.580678194894,"Private room","False","True",2,"False",1,0,10,95,1,0.958242518777738,0.238442527218981,533.7702573614,18.1917512662949,1106.07630103215,24.348143538535,2.18096,41.38969,"Barcelona","Weekday"
159.65741150185,"Private room","False","True",2,"False",0,1,8,86,1,1.74903071606864,0.212977034423872,349.410516387287,11.908473947887,815.5411004951,17.9525695993123,2.154,41.377,"Barcelona","Weekday"
229.245700188517,"Private room","False","True",2,"False",1,0,9,92,1,0.747632961886078,0.428519288321679,483.399015381013,16.4750180979627,1176.36878373659,25.8954974208762,2.1647,41.38172,"Barcelona","Weekday"
156.166360229944,"Private room","False","True",2,"False",1,0,10,92,1,1.42712063454333,0.164548770511087,359.260107199629,12.2441638887591,869.527927609727,19.140985818474,2.1561,41.37969,"Barcelona","Weekday"
156.166360229944,"Private room","False","True",2,"False",1,0,10,95,1,1.46799985635594,0.131161040242488,357.163833876944,12.1727195129316,862.211698054612,18.9799330889267,2.15595,41.37922,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"False",1,0,7,85,1,1.84070090062104,0.526939636901134,514.547831435647,17.5366199877094,663.233712080345,14.5998152263623,2.18117,41.40143,"Barcelona","Weekday"
173.621616589476,"Private room","False","True",2,"False",0,0,9,86,1,0.753710365020697,0.0531873054287491,2065.07048988252,70.3809329598388,1882.60682321974,41.4419702470846,2.17354,41.38089,"Barcelona","Weekday"
196.895291735518,"Private room","False","True",2,"False",0,0,9,94,1,1.85613947371277,0.881962856308838,448.197986883131,15.2753102725084,771.429426752243,16.9815358984601,2.163,41.403,"Barcelona","Weekday"
144.529522656923,"Private room","False","True",2,"True",1,0,10,98,1,1.90092022136759,0.311763679097632,345.341166586352,11.7697839433894,796.900725788577,17.5422375828474,2.15171,41.37698,"Barcelona","Weekday"
139.874787627714,"Private room","False","True",2,"True",0,1,10,97,1,2.01381249127224,0.245441061942092,350.099213649913,11.931945861368,888.857755572752,19.5664948230334,2.15024,41.37678,"Barcelona","Weekday"
902.553122163521,"Entire home/apt","False","False",6,"False",0,1,8,86,3,0.576207114700253,0.227008861644883,563.811134309166,19.2155928043316,1151.38505448884,25.3455286481212,2.17473,41.39092,"Barcelona","Weekday"
121.488584262341,"Private room","False","True",2,"False",0,0,8,86,1,2.24541526632257,0.461752257638608,293.005104463442,9.98608653562485,615.148693779039,13.5413159830816,2.19623,41.39152,"Barcelona","Weekday"
224.590965159308,"Private room","False","True",2,"False",1,0,9,93,1,1.13205929054001,0.321729179150383,736.120205942195,25.0881638755817,1750.61124824208,38.5363414012188,2.18272,41.38362,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"False",1,0,8,87,1,1.27141935558578,0.354865656381585,368.592220741359,12.5622173696315,935.928980141193,20.6026773461175,2.15538,41.38402,"Barcelona","Weekday"
242.977168524682,"Private room","False","True",2,"False",1,0,9,91,1,1.16997022872605,0.345529453337722,644.11424255352,21.952452250778,1590.75927696593,35.0175075396511,2.18245,41.38231,"Barcelona","Weekday"
381.921009146554,"Private room","False","True",2,"True",0,0,10,96,1,0.976230829215376,0.222893187927241,774.643834639128,26.4011112747006,1718.81759013066,37.8364651353684,2.17941,41.38192,"Barcelona","Weekday"
173.621616589476,"Private room","False","True",2,"False",0,0,8,89,1,0.945187461978481,0.243481526951396,830.606632271326,28.3084136780296,1927.74868158068,42.435681481963,2.17871,41.3817,"Barcelona","Weekday"
730.327926082808,"Entire home/apt","False","False",5,"False",0,1,9,82,2,1.83089730307189,0.21134596966368,1539.9902651494,52.4853520213009,775.010874605104,17.0603745882647,2.176,41.403,"Barcelona","Weekday"
589.987664952173,"Entire home/apt","False","False",5,"True",0,1,10,96,1,1.14945434234823,0.309008276341682,486.720686591361,16.588226010194,1246.6835195863,27.443341163433,2.15805,41.39224,"Barcelona","Weekday"
215.281495100891,"Private room","False","True",2,"True",1,0,10,95,1,0.953504875629257,0.183158759244775,828.644710586915,28.2415482227246,1613.69964866199,35.5224957238856,2.18089,41.38456,"Barcelona","Weekday"
215.281495100891,"Private room","False","True",2,"False",0,1,8,85,1,0.619963480220418,0.48678189583827,565.220472810251,19.2636253335109,1321.92813566073,29.0997067423471,2.1672,41.38197,"Barcelona","Weekday"
182.931086647893,"Private room","False","True",2,"False",1,0,10,91,1,1.04016536368831,0.260480188823002,691.86536085192,23.5798873781417,1386.02512357807,30.510678716652,2.17304,41.37805,"Barcelona","Weekday"
248.562850559732,"Private room","False","True",2,"False",1,0,9,90,1,1.20049399844291,0.196070539729382,637.710691965985,21.7342089187395,1350.88283940822,29.7370888852442,2.17732,41.37783,"Barcelona","Weekday"
157.562780738706,"Private room","False","True",2,"True",0,0,10,95,1,2.54543728992791,0.872419081432484,379.557937270162,12.9359466750724,586.176925803434,12.9035582040053,2.15934,41.40861,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"True",1,0,10,93,1,1.76369098656776,0.338640720400961,357.205852982452,12.1741515918182,811.826802848648,17.8708064766812,2.16265,41.37225,"Barcelona","Weekday"
207.135708799777,"Private room","False","True",2,"False",0,0,10,93,1,0.555278333867539,0.287735899534445,731.631427504798,24.9351790666747,1342.26768548034,29.5474428325742,2.17651,41.38817,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"False",0,0,10,100,1,1.22879300514422,0.22893460426683,613.908703764808,20.9229987716257,1349.84917120977,29.7143346668928,2.17786,41.37778,"Barcelona","Weekday"
196.895291735518,"Private room","False","True",2,"True",0,0,10,95,1,1.50861461272097,0.0944249488854315,370.3574230509,12.6223783113607,884.881818114124,19.4789722028917,2.16063,41.37553,"Barcelona","Weekday"
150.580678194894,"Private room","False","True",2,"False",1,0,9,90,1,1.90175641000148,0.399137058586961,321.926143772644,10.9717622008006,737.215179945557,16.228375025621,2.14972,41.3794,"Barcelona","Weekday"
469.662764447134,"Entire home/apt","False","False",4,"True",0,1,10,90,1,1.06040381001628,0.192601614695252,583.186408427097,19.8759333958289,1336.98714636995,29.4312019149262,2.16,41.393,"Barcelona","Weekday"
469.662764447134,"Entire home/apt","False","False",4,"True",0,1,10,100,1,1.060395022343,0.192614338755646,583.183795458147,19.8758443416327,1336.99729821714,29.431425388327,2.16,41.393,"Barcelona","Weekday"
990.527614215561,"Entire home/apt","False","False",6,"True",0,1,10,92,3,1.06038820750253,0.192623834051631,583.182088545904,19.8757861673105,1337.00551283999,29.4316062174579,2.16,41.393,"Barcelona","Weekday"
115.67016547583,"Private room","False","True",2,"False",0,0,8,85,1,2.81792696713896,0.476050668272692,282.123458134689,9.61522247819495,499.830564975099,11.0028090554008,2.144,41.371,"Barcelona","Weekday"
462.913398654782,"Private room","False","True",4,"False",1,0,10,92,2,1.06665545569585,0.315285072035731,696.049814415185,23.7225003045055,1941.05422693465,42.7285774854616,2.18002,41.38118,"Barcelona","Weekday"
190.844136197547,"Private room","False","True",2,"False",1,0,10,92,1,1.41439177142119,0.179256084137343,359.435370516919,12.2501371452871,876.912892214461,19.3035516180081,2.156,41.38,"Barcelona","Weekday"
167.803197802965,"Private room","False","True",2,"False",1,0,10,92,1,1.41439972332794,0.179246517381796,359.434977435812,12.250123748449,876.907500113972,19.3034329212812,2.156,41.38,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"True",0,0,10,96,1,0.456164773997815,0.322861245332397,743.508176140606,25.3399578156874,1658.50565195257,36.5088137550098,2.17017,41.38303,"Barcelona","Weekday"
156.166360229944,"Private room","False","True",2,"False",1,0,10,88,1,1.41439071936569,0.179259864946337,359.435041907959,12.2501259457637,876.917081551863,19.3036438382178,2.156,41.38,"Barcelona","Weekday"
150.580678194894,"Private room","False","True",2,"False",0,0,10,93,1,0.217536201570463,0.206461610388754,576.41046212052,19.6449982170642,1483.14484148602,32.6485826115623,2.16778,41.38613,"Barcelona","Weekday"
132.892685083902,"Private room","False","True",2,"False",1,0,10,92,1,1.41437710179383,0.179270458279429,359.436591513068,12.2501787588052,876.918316821488,19.303671030304,2.156,41.38,"Barcelona","Weekday"
324.202294784369,"Entire home/apt","False","False",3,"True",0,0,10,96,2,1.34243872987774,0.30574644975756,360.512372594116,12.286843113129,939.353848079528,20.6780692300999,2.15524,41.3824,"Barcelona","Weekday"
157.562780738706,"Private room","False","True",2,"True",1,0,10,97,1,4.34549317699023,0.508463147138245,172.972996504259,5.89519870167785,328.194598213528,7.22457318579015,2.21101,41.4112,"Barcelona","Weekday"
231.340330951661,"Private room","False","True",2,"False",1,0,9,94,1,0.792730127514934,0.201335181988954,542.518331446227,18.4898997405036,1083.90314588305,23.860044151749,2.17819,41.39075,"Barcelona","Weekday"
115.67016547583,"Private room","False","True",2,"False",0,0,10,93,1,2.09031403979981,0.127859681774003,901.580033510056,30.7273016622354,713.257170440451,15.7009855012423,2.17517,41.40556,"Barcelona","Weekday"
205.972025042474,"Private room","False","True",2,"True",0,0,10,95,1,0.61157581450836,0.263605780904546,826.30000442376,28.1616368550071,1525.43354179925,33.5794870566931,2.17018,41.38163,"Barcelona","Weekday"
171.294249074871,"Private room","False","True",2,"False",0,1,8,76,1,0.5463956267446,0.200254500922833,509.724384902777,17.3722291503368,1266.06748264466,27.8700418480513,2.16501,41.38397,"Barcelona","Weekday"
121.488584262341,"Private room","False","True",2,"False",0,0,9,94,1,1.18295433071184,0.352411555810735,474.788810110867,16.181568415321,851.905873509447,18.7530701726211,2.17969,41.39491,"Barcelona","Weekday"
182.931086647893,"Private room","False","True",2,"False",0,1,7,80,1,1.22087392158485,0.162576177075723,378.809821520414,12.9104496837168,939.573975463061,20.6829149112939,2.15795,41.38094,"Barcelona","Weekday"
164.312146531059,"Private room","False","True",3,"False",0,0,9,89,1,1.60138687372961,0.564388735750296,463.727650598672,15.8045862590702,971.150412592186,21.3780094747865,2.16072,41.39975,"Barcelona","Weekday"
171.294249074871,"Private room","False","True",2,"False",0,1,7,80,1,0.371300887365837,0.191477920719551,542.026323480291,18.4731313154858,1355.06698557504,29.8291948198536,2.16565,41.38651,"Barcelona","Weekday"
161.984779016454,"Private room","False","True",2,"False",0,0,10,100,1,0.470120721482975,0.183837581418393,744.978174297712,25.3900577237793,1304.87745363142,28.7243687542785,2.17534,41.38849,"Barcelona","Weekday"
173.621616589476,"Private room","False","True",2,"False",1,0,9,83,1,1.43539932866444,0.222104541318796,372.750448709518,12.703936485416,895.501529913653,19.7127447437115,2.15988,41.3767,"Barcelona","Weekday"
208.532129308539,"Private room","False","True",2,"False",0,0,10,92,1,1.14251776005666,0.501732216100932,591.17816314953,20.1483052863318,1268.33315352912,27.9199162372363,2.18366,41.38663,"Barcelona","Weekday"
117.997532990435,"Private room","False","True",2,"True",1,0,10,94,1,1.78253417240505,0.304295494751914,356.412977800428,12.14712912682,788.129632597575,17.3491588270644,2.16193,41.37228,"Barcelona","Weekday"
183.862033653734,"Private room","False","True",2,"False",1,0,9,90,1,1.5246442723694,0.146693408655278,372.245420698398,12.6867243162588,900.592406672594,19.8248106092834,2.16203,41.37479,"Barcelona","Weekday"
179.440035375986,"Private room","False","True",2,"False",0,0,9,94,1,1.78668905865095,0.256771447183847,356.53129907308,12.1511617066274,781.406689077713,17.2011661490997,2.16113,41.3725,"Barcelona","Weekday"
165.2430935369,"Private room","False","True",2,"True",1,0,9,96,1,1.8304088557104,0.2628528203731,900.742403478494,30.6987538797818,755.071156011629,16.6214400138787,2.17161,41.40358,"Barcelona","Weekday"
208.532129308539,"Private room","False","True",2,"False",0,0,10,90,1,1.5692549788501,0.159661217227375,343.714767767744,11.7143536485015,835.689927293167,18.3961072888502,2.15366,41.3802,"Barcelona","Weekday"
164.312146531059,"Private room","False","True",2,"False",1,0,10,94,1,1.49695280388389,0.252058927550652,377.761820292976,12.874732111609,948.200909734071,20.8728202855723,2.16329,41.37464,"Barcelona","Weekday"
190.844136197547,"Private room","False","True",2,"True",1,0,10,97,1,1.355339733506,0.340393629463351,372.281497099962,12.6879538582102,904.998829493579,19.9218095371482,2.15849,41.37855,"Barcelona","Weekday"
237.158749738171,"Private room","False","True",2,"False",1,0,9,82,1,0.234488255520415,0.229089339874418,685.078233756142,23.348571140048,1684.3964838629,37.0787506491431,2.17265,41.38642,"Barcelona","Weekday"
144.529522656923,"Private room","False","True",2,"False",1,0,8,86,1,2.18608344520286,0.390551058511402,590.10847923076,20.1118487331322,626.444020865054,13.7899608956869,2.17892,41.40565,"Barcelona","Weekday"
306.514301673377,"Private room","False","True",2,"True",0,1,10,96,1,1.17480562958161,0.204398978014455,512.584341022814,17.4697010676096,1202.5441990394,26.4716988713358,2.15845,41.39315,"Barcelona","Weekday"
239.486117252775,"Private room","False","True",2,"True",1,0,9,94,1,1.1227988673232,0.202290004445075,2934.13344074439,100,1221.57755460205,26.8906816059146,2.16203,41.39527,"Barcelona","Weekday"
195.731607978216,"Private room","False","True",2,"True",1,0,10,95,1,1.09211732287007,0.431853524059282,664.870190874127,22.6598484459333,1643.8295580468,36.1857477597711,2.179,41.38,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"True",1,0,10,96,1,2.22039211310523,0.359786607279082,597.664763012501,20.3693790716237,627.250912506191,13.8077230640655,2.17821,41.40616,"Barcelona","Weekday"
249.959271068494,"Private room","False","True",2,"True",1,0,9,95,1,1.09795860252027,0.16125089693548,575.463355023418,19.6127192796461,1351.09761267871,29.7418167059318,2.15971,41.39327,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"True",1,0,10,97,1,1.09210798650426,0.431845766264523,664.877248862219,22.660088993551,1643.83702630067,36.1859121590238,2.179,41.38,"Barcelona","Weekday"
433.821304722229,"Entire home/apt","False","False",4,"False",0,1,10,91,2,1.98489816037867,0.29654829595555,711.123995003394,24.2362526914584,699.677020854978,15.4020446134633,2.171,41.405,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"False",0,0,10,95,1,1.93759194862645,0.34814516858954,363.478992037466,12.387950288493,719.138686438924,15.8304557698136,2.15725,41.37257,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"True",1,0,10,97,1,2.12173844215993,0.221552791077765,771.653197283129,26.299185530136,667.342939468971,14.6902719680874,2.17676,41.40556,"Barcelona","Weekday"
289.291782065306,"Private room","False","True",2,"False",1,0,8,88,1,0.951693789362542,0.350691480712777,805.839547704671,27.4643114902173,1866.85998444333,41.0953338618295,2.17739,41.38061,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"False",0,0,9,84,1,0.881311815038923,0.113579555810384,531.111816672419,18.1011473199282,1081.91132952983,23.8161981436341,2.17913,41.39112,"Barcelona","Weekday"
320.478506761003,"Private room","False","True",2,"True",1,0,10,99,1,0.971102586143208,0.301893148660413,413.604044458933,14.0962929195886,1083.89105027411,23.8597778901696,2.15877,41.38494,"Barcelona","Weekday"
299.532199129565,"Private room","False","True",3,"False",1,0,10,93,1,1.12163155195118,0.54595471187929,442.514005031454,15.0815910035499,1351.78789660643,29.7570119796565,2.15722,41.39018,"Barcelona","Weekday"
239.718854004236,"Private room","False","True",2,"False",1,0,10,60,1,1.32659643642549,0.503921905568303,412.772948109137,14.0679678155475,1268.03491203876,27.9133510241406,2.15531,41.39163,"Barcelona","Weekday"
295.110200851817,"Entire home/apt","False","False",2,"True",0,1,10,97,1,3.12201229444368,0.150777203763293,239.485629348547,8.16205650441683,476.603401172743,10.4915076942514,2.137,41.374,"Barcelona","Weekday"
526.450531803477,"Entire home/apt","False","False",6,"False",0,0,10,98,3,2.43094344504876,0.472136013593837,494.216653758119,16.8437006611648,673.596537011192,14.8279328965859,2.17442,41.40878,"Barcelona","Weekday"
703.563199664859,"Entire home/apt","False","False",2,"True",0,1,10,96,2,1.06160856326498,0.380853963530937,494.765495414995,16.8624060700345,1247.097919431,27.4524633794064,2.15864,41.39139,"Barcelona","Weekday"
358.647334000512,"Entire home/apt","False","False",4,"False",0,1,8,76,1,1.29553922991032,0.16456604517497,458.037304616973,15.6106500902961,1027.02182521662,22.6079112211769,2.17031,41.37547,"Barcelona","Weekday"
196.895291735518,"Private room","False","True",2,"True",0,0,10,98,1,1.14387455864988,0.366113534624951,635.130680240633,21.646277957948,1643.23396969515,36.172637027119,2.181,41.381,"Barcelona","Weekday"
691.926362091838,"Entire home/apt","False","False",4,"True",0,1,10,100,2,1.30754950666176,0.689925653365272,591.355614437272,20.1543531124217,891.625846323269,19.6274290197596,2.17102,41.39889,"Barcelona","Weekday"
111.015430446622,"Private room","False","True",2,"False",1,0,7,88,1,1.01804696636051,0.234821358965163,728.609517305627,24.8321874931761,1765.60767198578,38.866458842064,2.18007,41.38197,"Barcelona","Weekday"
619.079758884725,"Entire home/apt","False","False",6,"False",0,1,9,85,2,0.582247786206417,0.355806232051736,751.72515565734,25.6200057304356,1358.00672604835,29.8939075552621,2.17696,41.38749,"Barcelona","Weekday"
200.153606255964,"Private room","False","True",2,"False",1,0,10,95,1,1.10636660040915,0.3487348675269,486.742277042338,16.5889618475856,883.769425196592,19.4544850111835,2.17866,41.39468,"Barcelona","Weekday"
455.465822608048,"Entire home/apt","False","False",4,"False",0,1,9,92,1,1.53972524778213,0.431803308738353,781.976280046366,26.6510128403696,814.919325282719,17.9388824132604,2.17285,41.40084,"Barcelona","Weekday"
367.491330556008,"Entire home/apt","False","False",2,"False",0,1,10,96,1,1.78311787601076,0.185009075371917,2159.7069160429,73.606294998464,780.409430319243,17.1792134145789,2.17382,41.40294,"Barcelona","Weekday"
691.926362091838,"Entire home/apt","False","False",4,"True",0,1,10,96,2,1.25062055621654,0.786938086942043,566.883511136036,19.3203043618977,938.553474168022,20.66045053701,2.16976,41.3984,"Barcelona","Weekday"
393.092373216655,"Entire home/apt","False","False",6,"False",0,1,9,100,2,1.67557209910361,0.311234339322846,999.468686284972,34.0635048292625,801.552161415403,17.6446299966407,2.17263,41.4021,"Barcelona","Weekday"
482.463285777457,"Entire home/apt","False","False",6,"True",0,1,10,94,2,1.12179721021572,0.821388298187788,557.742877605763,19.0087768286457,1025.15598477381,22.5668383305642,2.1698,41.39724,"Barcelona","Weekday"
190.844136197547,"Private room","False","True",2,"False",0,0,10,94,1,0.784373673486292,0.184611119872675,748.699120590573,25.5168735747965,1600.90239559632,35.2407887980152,2.17915,41.38554,"Barcelona","Weekday"
277.654944492285,"Private room","False","True",5,"True",1,0,10,99,2,0.847588034884665,0.135811762516512,789.933406846592,26.9222045554338,1635.46245663476,36.001562106402,2.17972,41.38494,"Barcelona","Weekday"
422.417203900668,"Entire home/apt","False","False",5,"False",0,1,10,93,2,1.98490668026731,0.296521819323785,711.15019438091,24.2371456085001,699.677329578098,15.4020514094093,2.171,41.405,"Barcelona","Weekday"
764.77296529895,"Entire home/apt","False","False",6,"False",0,1,9,89,2,1.9863036563618,0.498294909332571,531.318099656007,18.1081777767139,633.70047500651,13.9496977844098,2.181,41.403,"Barcelona","Weekday"
161.752042264994,"Private room","False","True",2,"False",0,1,9,87,1,2.82034829130955,0.581914811840918,304.605102516182,10.3814331784073,499.97900031848,11.0060765741456,2.18833,41.40847,"Barcelona","Weekday"
185.258454162497,"Private room","False","True",2,"False",1,0,10,94,1,1.94013815953307,0.483278743244019,352.706855837688,12.0208185128829,693.799406795428,15.2726602385766,2.16232,41.37065,"Barcelona","Weekday"
155.002676472642,"Private room","False","True",2,"False",1,0,8,76,1,1.59089965076272,0.388766113317021,335.793143770718,11.4443719262314,812.415627094555,17.8837683105483,2.15226,41.38198,"Barcelona","Weekday"
652.593851095026,"Entire home/apt","False","False",5,"True",0,1,10,97,3,2.04990785983221,0.461523441096508,583.638847362551,19.8913532444687,632.75552623972,13.9288965537995,2.17997,41.40401,"Barcelona","Weekday"
182.931086647893,"Private room","False","True",2,"False",1,0,9,89,1,0.971889374602313,0.286357980170412,853.222487796297,29.0791985104752,2174.9436547082,47.8772036283979,2.17574,41.37952,"Barcelona","Weekday"
182.931086647893,"Private room","False","True",2,"False",1,0,10,93,1,0.86120414528298,0.247921820986693,772.375088670798,26.3237887529357,1410.23371152814,31.0435842438053,2.17166,41.37948,"Barcelona","Weekday"
196.895291735518,"Private room","False","True",2,"False",0,0,10,90,1,2.13589468989598,0.453561147755062,490.24980873786,16.7085041849182,600.609627437087,13.2212663862502,2.18166,41.40426,"Barcelona","Weekday"
167.803197802965,"Private room","False","True",2,"True",1,0,10,97,1,2.35090655146346,0.867074928596642,416.300963334802,14.1882082646243,599.603983091988,13.1991290591595,2.1652,41.408,"Barcelona","Weekday"
331.882607582563,"Entire home/apt","False","False",4,"True",0,1,9,95,2,1.69930886980653,0.330863864677683,364.097663151136,12.4090355978754,830.257512047035,18.2765231100278,2.167,41.372,"Barcelona","Weekday"
127.307003048851,"Private room","False","True",2,"False",0,0,10,100,1,2.07068594899566,0.242148779817543,312.790920614521,10.6604190617577,695.993071559565,15.3209495514412,2.1478,41.37889,"Barcelona","Weekday"
